id	filename	protocol	dataType	analysisType	antibody	donor	group	mnemonic	stdName	edaccName	anatomy	type	age	sex	solidLiquid	ethnicity	singledonorComposite
E034-H3K4me1	E034-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E034	Blood & T-cell	BLD.CD3.PPC	Primary T cells fromﾠperipheralﾠblood	CD3_Primary_Cells_Peripheral_UW	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Caucasian, Hispanic	C
E034-H3K4me3	E034-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E034	Blood & T-cell	BLD.CD3.PPC	Primary T cells fromﾠperipheralﾠblood	CD3_Primary_Cells_Peripheral_UW	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Caucasian, Hispanic	C
E034-H3K9me3	E034-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E034	Blood & T-cell	BLD.CD3.PPC	Primary T cells fromﾠperipheralﾠblood	CD3_Primary_Cells_Peripheral_UW	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Caucasian, Hispanic	C
E035-H3K27me3	E035-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E035	HSC & B-cell	BLD.CD34.PC	Primary hematopoietic stem cells	CD34_Primary_Cells	BLOOD	PrimaryCell	Fetus (GW unknown)	Unknown	LIQUID	Unknown	C
E035-H3K36me3	E035-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E035	HSC & B-cell	BLD.CD34.PC	Primary hematopoietic stem cells	CD34_Primary_Cells	BLOOD	PrimaryCell	Fetus (GW unknown)	Unknown	LIQUID	Unknown	C
E035-H3K4me1	E035-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E035	HSC & B-cell	BLD.CD34.PC	Primary hematopoietic stem cells	CD34_Primary_Cells	BLOOD	PrimaryCell	Fetus (GW unknown)	Unknown	LIQUID	Unknown	C
E035-H3K4me3	E035-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E035	HSC & B-cell	BLD.CD34.PC	Primary hematopoietic stem cells	CD34_Primary_Cells	BLOOD	PrimaryCell	Fetus (GW unknown)	Unknown	LIQUID	Unknown	C
E035-H3K9me3	E035-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E035	HSC & B-cell	BLD.CD34.PC	Primary hematopoietic stem cells	CD34_Primary_Cells	BLOOD	PrimaryCell	Fetus (GW unknown)	Unknown	LIQUID	Unknown	C
E036-H3K27me3	E036-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E036	HSC & B-cell	BLD.CD34.CC	Primary hematopoietic stem cells short term culture	CD34_Cultured_Cells	BLOOD	PrimaryCell	Fetus (GW unknown)	Unknown	LIQUID	Unknown	C
E036-H3K36me3	E036-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E036	HSC & B-cell	BLD.CD34.CC	Primary hematopoietic stem cells short term culture	CD34_Cultured_Cells	BLOOD	PrimaryCell	Fetus (GW unknown)	Unknown	LIQUID	Unknown	C
E036-H3K4me1	E036-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E036	HSC & B-cell	BLD.CD34.CC	Primary hematopoietic stem cells short term culture	CD34_Cultured_Cells	BLOOD	PrimaryCell	Fetus (GW unknown)	Unknown	LIQUID	Unknown	C
E036-H3K4me3	E036-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E036	HSC & B-cell	BLD.CD34.CC	Primary hematopoietic stem cells short term culture	CD34_Cultured_Cells	BLOOD	PrimaryCell	Fetus (GW unknown)	Unknown	LIQUID	Unknown	C
E036-H3K9me3	E036-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E036	HSC & B-cell	BLD.CD34.CC	Primary hematopoietic stem cells short term culture	CD34_Cultured_Cells	BLOOD	PrimaryCell	Fetus (GW unknown)	Unknown	LIQUID	Unknown	C
E037-H3K27ac	E037-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E037	Blood & T-cell	BLD.CD4.MPC	Primary T helper memory cells from peripheral blood 2	CD4_Memory_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E037-H3K27me3	E037-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E037	Blood & T-cell	BLD.CD4.MPC	Primary T helper memory cells from peripheral blood 2	CD4_Memory_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E037-H3K36me3	E037-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E037	Blood & T-cell	BLD.CD4.MPC	Primary T helper memory cells from peripheral blood 2	CD4_Memory_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E037-H3K4me1	E037-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E037	Blood & T-cell	BLD.CD4.MPC	Primary T helper memory cells from peripheral blood 2	CD4_Memory_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E037-H3K4me3	E037-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E037	Blood & T-cell	BLD.CD4.MPC	Primary T helper memory cells from peripheral blood 2	CD4_Memory_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E037-H3K9me3	E037-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E037	Blood & T-cell	BLD.CD4.MPC	Primary T helper memory cells from peripheral blood 2	CD4_Memory_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E038-H3K27ac	E038-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E038	Blood & T-cell	BLD.CD4.NPC	Primary T helper naive cells from peripheral blood	CD4_Naive_Primary_Cells	BLOOD	PrimaryCell	Unknown	Mixed	LIQUID	Unknown	C
E038-H3K27me3	E038-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E038	Blood & T-cell	BLD.CD4.NPC	Primary T helper naive cells from peripheral blood	CD4_Naive_Primary_Cells	BLOOD	PrimaryCell	Unknown	Mixed	LIQUID	Unknown	C
E038-H3K36me3	E038-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E038	Blood & T-cell	BLD.CD4.NPC	Primary T helper naive cells from peripheral blood	CD4_Naive_Primary_Cells	BLOOD	PrimaryCell	Unknown	Mixed	LIQUID	Unknown	C
E038-H3K4me1	E038-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E038	Blood & T-cell	BLD.CD4.NPC	Primary T helper naive cells from peripheral blood	CD4_Naive_Primary_Cells	BLOOD	PrimaryCell	Unknown	Mixed	LIQUID	Unknown	C
E038-H3K4me3	E038-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E038	Blood & T-cell	BLD.CD4.NPC	Primary T helper naive cells from peripheral blood	CD4_Naive_Primary_Cells	BLOOD	PrimaryCell	Unknown	Mixed	LIQUID	Unknown	C
E038-H3K9ac	E038-H3K9ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9ac	E038	Blood & T-cell	BLD.CD4.NPC	Primary T helper naive cells from peripheral blood	CD4_Naive_Primary_Cells	BLOOD	PrimaryCell	Unknown	Mixed	LIQUID	Unknown	C
E038-H3K9me3	E038-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E038	Blood & T-cell	BLD.CD4.NPC	Primary T helper naive cells from peripheral blood	CD4_Naive_Primary_Cells	BLOOD	PrimaryCell	Unknown	Mixed	LIQUID	Unknown	C
E039-H3K27ac	E039-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E039	Blood & T-cell	BLD.CD4.CD25M.CD45RA.NPC	Primary T helper naive cells fromﾠperipheralﾠblood	CD4+_CD25-_CD45RA+_Naive_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E039-H3K27me3	E039-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E039	Blood & T-cell	BLD.CD4.CD25M.CD45RA.NPC	Primary T helper naive cells fromﾠperipheralﾠblood	CD4+_CD25-_CD45RA+_Naive_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E039-H3K36me3	E039-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E039	Blood & T-cell	BLD.CD4.CD25M.CD45RA.NPC	Primary T helper naive cells fromﾠperipheralﾠblood	CD4+_CD25-_CD45RA+_Naive_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E039-H3K4me1	E039-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E039	Blood & T-cell	BLD.CD4.CD25M.CD45RA.NPC	Primary T helper naive cells fromﾠperipheralﾠblood	CD4+_CD25-_CD45RA+_Naive_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E039-H3K4me3	E039-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E039	Blood & T-cell	BLD.CD4.CD25M.CD45RA.NPC	Primary T helper naive cells fromﾠperipheralﾠblood	CD4+_CD25-_CD45RA+_Naive_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E039-H3K9me3	E039-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E039	Blood & T-cell	BLD.CD4.CD25M.CD45RA.NPC	Primary T helper naive cells fromﾠperipheralﾠblood	CD4+_CD25-_CD45RA+_Naive_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E040-H3K27ac	E040-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E040	Blood & T-cell	BLD.CD4.CD25M.CD45RO.MPC	Primary T helper memory cells from peripheral blood 1	CD4+_CD25-_CD45RO+_Memory_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E040-H3K27me3	E040-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E040	Blood & T-cell	BLD.CD4.CD25M.CD45RO.MPC	Primary T helper memory cells from peripheral blood 1	CD4+_CD25-_CD45RO+_Memory_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E040-H3K36me3	E040-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E040	Blood & T-cell	BLD.CD4.CD25M.CD45RO.MPC	Primary T helper memory cells from peripheral blood 1	CD4+_CD25-_CD45RO+_Memory_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E040-H3K4me1	E040-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E040	Blood & T-cell	BLD.CD4.CD25M.CD45RO.MPC	Primary T helper memory cells from peripheral blood 1	CD4+_CD25-_CD45RO+_Memory_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E040-H3K4me3	E040-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E040	Blood & T-cell	BLD.CD4.CD25M.CD45RO.MPC	Primary T helper memory cells from peripheral blood 1	CD4+_CD25-_CD45RO+_Memory_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E040-H3K9me3	E040-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E040	Blood & T-cell	BLD.CD4.CD25M.CD45RO.MPC	Primary T helper memory cells from peripheral blood 1	CD4+_CD25-_CD45RO+_Memory_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E041-H3K27ac	E041-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E041	Blood & T-cell	BLD.CD4.CD25M.IL17M.PL.TPC	Primary T helper cells PMA-I stimulated	CD4+_CD25-_IL17-_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E041-H3K27me3	E041-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E041	Blood & T-cell	BLD.CD4.CD25M.IL17M.PL.TPC	Primary T helper cells PMA-I stimulated	CD4+_CD25-_IL17-_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E041-H3K36me3	E041-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E041	Blood & T-cell	BLD.CD4.CD25M.IL17M.PL.TPC	Primary T helper cells PMA-I stimulated	CD4+_CD25-_IL17-_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E041-H3K4me1	E041-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E041	Blood & T-cell	BLD.CD4.CD25M.IL17M.PL.TPC	Primary T helper cells PMA-I stimulated	CD4+_CD25-_IL17-_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E041-H3K4me3	E041-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E041	Blood & T-cell	BLD.CD4.CD25M.IL17M.PL.TPC	Primary T helper cells PMA-I stimulated	CD4+_CD25-_IL17-_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E041-H3K9me3	E041-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E041	Blood & T-cell	BLD.CD4.CD25M.IL17M.PL.TPC	Primary T helper cells PMA-I stimulated	CD4+_CD25-_IL17-_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E042-H3K27ac	E042-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E042	Blood & T-cell	BLD.CD4.CD25M.IL17P.PL.TPC	Primary T helper 17 cells PMA-I stimulated	CD4+_CD25-_IL17+_PMA-Ionomcyin_stimulated_Th17_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E042-H3K27me3	E042-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E042	Blood & T-cell	BLD.CD4.CD25M.IL17P.PL.TPC	Primary T helper 17 cells PMA-I stimulated	CD4+_CD25-_IL17+_PMA-Ionomcyin_stimulated_Th17_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E042-H3K36me3	E042-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E042	Blood & T-cell	BLD.CD4.CD25M.IL17P.PL.TPC	Primary T helper 17 cells PMA-I stimulated	CD4+_CD25-_IL17+_PMA-Ionomcyin_stimulated_Th17_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E042-H3K4me1	E042-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E042	Blood & T-cell	BLD.CD4.CD25M.IL17P.PL.TPC	Primary T helper 17 cells PMA-I stimulated	CD4+_CD25-_IL17+_PMA-Ionomcyin_stimulated_Th17_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E042-H3K4me3	E042-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E042	Blood & T-cell	BLD.CD4.CD25M.IL17P.PL.TPC	Primary T helper 17 cells PMA-I stimulated	CD4+_CD25-_IL17+_PMA-Ionomcyin_stimulated_Th17_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E042-H3K9me3	E042-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E042	Blood & T-cell	BLD.CD4.CD25M.IL17P.PL.TPC	Primary T helper 17 cells PMA-I stimulated	CD4+_CD25-_IL17+_PMA-Ionomcyin_stimulated_Th17_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E043-H3K27ac	E043-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E043	Blood & T-cell	BLD.CD4.CD25M.TPC	Primary T helper cells fromﾠperipheralﾠblood	CD4+_CD25-_Th_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E043-H3K27me3	E043-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E043	Blood & T-cell	BLD.CD4.CD25M.TPC	Primary T helper cells fromﾠperipheralﾠblood	CD4+_CD25-_Th_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E043-H3K36me3	E043-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E043	Blood & T-cell	BLD.CD4.CD25M.TPC	Primary T helper cells fromﾠperipheralﾠblood	CD4+_CD25-_Th_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E043-H3K4me1	E043-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E043	Blood & T-cell	BLD.CD4.CD25M.TPC	Primary T helper cells fromﾠperipheralﾠblood	CD4+_CD25-_Th_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E043-H3K4me3	E043-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E043	Blood & T-cell	BLD.CD4.CD25M.TPC	Primary T helper cells fromﾠperipheralﾠblood	CD4+_CD25-_Th_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E043-H3K9me3	E043-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E043	Blood & T-cell	BLD.CD4.CD25M.TPC	Primary T helper cells fromﾠperipheralﾠblood	CD4+_CD25-_Th_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E044-H3K27ac	E044-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E044	Blood & T-cell	BLD.CD4.CD25.CD127M.TREGPC	Primary T regulatory cells fromﾠperipheralﾠblood	CD4+_CD25+_CD127-_Treg_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E044-H3K27me3	E044-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E044	Blood & T-cell	BLD.CD4.CD25.CD127M.TREGPC	Primary T regulatory cells fromﾠperipheralﾠblood	CD4+_CD25+_CD127-_Treg_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E044-H3K36me3	E044-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E044	Blood & T-cell	BLD.CD4.CD25.CD127M.TREGPC	Primary T regulatory cells fromﾠperipheralﾠblood	CD4+_CD25+_CD127-_Treg_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E044-H3K4me1	E044-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E044	Blood & T-cell	BLD.CD4.CD25.CD127M.TREGPC	Primary T regulatory cells fromﾠperipheralﾠblood	CD4+_CD25+_CD127-_Treg_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E044-H3K4me3	E044-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E044	Blood & T-cell	BLD.CD4.CD25.CD127M.TREGPC	Primary T regulatory cells fromﾠperipheralﾠblood	CD4+_CD25+_CD127-_Treg_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E044-H3K9me3	E044-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E044	Blood & T-cell	BLD.CD4.CD25.CD127M.TREGPC	Primary T regulatory cells fromﾠperipheralﾠblood	CD4+_CD25+_CD127-_Treg_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E045-H3K27ac	E045-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E045	Blood & T-cell	BLD.CD4.CD25I.CD127.TMEMPC	Primary T cells effector/memory enriched from peripheral blood	CD4+_CD25int_CD127+_Tmem_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E045-H3K27me3	E045-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E045	Blood & T-cell	BLD.CD4.CD25I.CD127.TMEMPC	Primary T cells effector/memory enriched from peripheral blood	CD4+_CD25int_CD127+_Tmem_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E045-H3K36me3	E045-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E045	Blood & T-cell	BLD.CD4.CD25I.CD127.TMEMPC	Primary T cells effector/memory enriched from peripheral blood	CD4+_CD25int_CD127+_Tmem_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E045-H3K4me1	E045-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E045	Blood & T-cell	BLD.CD4.CD25I.CD127.TMEMPC	Primary T cells effector/memory enriched from peripheral blood	CD4+_CD25int_CD127+_Tmem_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E045-H3K4me3	E045-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E045	Blood & T-cell	BLD.CD4.CD25I.CD127.TMEMPC	Primary T cells effector/memory enriched from peripheral blood	CD4+_CD25int_CD127+_Tmem_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E045-H3K9me3	E045-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E045	Blood & T-cell	BLD.CD4.CD25I.CD127.TMEMPC	Primary T cells effector/memory enriched from peripheral blood	CD4+_CD25int_CD127+_Tmem_Primary_Cells	BLOOD	PrimaryCell	Unknown	Unknown	LIQUID	Unknown	C
E046-DNase.hotspot.all	E046-DNase.hotspot.all.peaks.bed	DnaseI-seq	dnase	hotspot.all	NA	E046	HSC & B-cell	BLD.CD56.PC	Primary Natural Killer cells fromﾠperipheralﾠblood	CD56_Primary_Cells	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Caucasian, Hispanic	C
E046-DNase.hotspot.fdr0.01	E046-DNase.hotspot.fdr0.01.peaks.bed	DnaseI-seq	dnase	hotspot.fdr0.01	NA	E046	HSC & B-cell	BLD.CD56.PC	Primary Natural Killer cells fromﾠperipheralﾠblood	CD56_Primary_Cells	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Caucasian, Hispanic	C
E046-DNase.macs2	E046-DNase.macs2.narrowPeak	DnaseI-seq	dnase	narrowPeak	NA	E046	HSC & B-cell	BLD.CD56.PC	Primary Natural Killer cells fromﾠperipheralﾠblood	CD56_Primary_Cells	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Caucasian, Hispanic	C
E046-H3K27ac	E046-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E046	HSC & B-cell	BLD.CD56.PC	Primary Natural Killer cells fromﾠperipheralﾠblood	CD56_Primary_Cells	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Caucasian, Hispanic	C
E046-H3K27me3	E046-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E046	HSC & B-cell	BLD.CD56.PC	Primary Natural Killer cells fromﾠperipheralﾠblood	CD56_Primary_Cells	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Caucasian, Hispanic	C
E046-H3K36me3	E046-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E046	HSC & B-cell	BLD.CD56.PC	Primary Natural Killer cells fromﾠperipheralﾠblood	CD56_Primary_Cells	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Caucasian, Hispanic	C
E046-H3K4me1	E046-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E046	HSC & B-cell	BLD.CD56.PC	Primary Natural Killer cells fromﾠperipheralﾠblood	CD56_Primary_Cells	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Caucasian, Hispanic	C
E046-H3K4me3	E046-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E046	HSC & B-cell	BLD.CD56.PC	Primary Natural Killer cells fromﾠperipheralﾠblood	CD56_Primary_Cells	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Caucasian, Hispanic	C
E046-H3K9me3	E046-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E046	HSC & B-cell	BLD.CD56.PC	Primary Natural Killer cells fromﾠperipheralﾠblood	CD56_Primary_Cells	BLOOD	PrimaryCell	21Y, 37Y	Male	LIQUID	Caucasian, Hispanic	C
E047-H3K27ac	E047-H3K27ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27ac	E047	Blood & T-cell	BLD.CD8.NPC	Primary T CD8+ naive cells from peripheral blood	CD8_Naive_Primary_Cells	BLOOD	PrimaryCell	Unknown	Mixed	LIQUID	Unknown	C
E047-H3K27me3	E047-H3K27me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K27me3	E047	Blood & T-cell	BLD.CD8.NPC	Primary T CD8+ naive cells from peripheral blood	CD8_Naive_Primary_Cells	BLOOD	PrimaryCell	Unknown	Mixed	LIQUID	Unknown	C
E047-H3K36me3	E047-H3K36me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K36me3	E047	Blood & T-cell	BLD.CD8.NPC	Primary T CD8+ naive cells from peripheral blood	CD8_Naive_Primary_Cells	BLOOD	PrimaryCell	Unknown	Mixed	LIQUID	Unknown	C
E047-H3K4me1	E047-H3K4me1.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me1	E047	Blood & T-cell	BLD.CD8.NPC	Primary T CD8+ naive cells from peripheral blood	CD8_Naive_Primary_Cells	BLOOD	PrimaryCell	Unknown	Mixed	LIQUID	Unknown	C
E047-H3K4me3	E047-H3K4me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K4me3	E047	Blood & T-cell	BLD.CD8.NPC	Primary T CD8+ naive cells from peripheral blood	CD8_Naive_Primary_Cells	BLOOD	PrimaryCell	Unknown	Mixed	LIQUID	Unknown	C
E047-H3K9ac	E047-H3K9ac.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9ac	E047	Blood & T-cell	BLD.CD8.NPC	Primary T CD8+ naive cells from peripheral blood	CD8_Naive_Primary_Cells	BLOOD	PrimaryCell	Unknown	Mixed	LIQUID	Unknown	C
E047-H3K9me3	E047-H3K9me3.narrowPeak	ChIP-seq	histone	narrowPeak	H3K9me3	E047	Blood & T-cell	BLD.CD8.NPC	Primary T CD8+ naive cells from peripheral blood	CD8_Naive_Primary_Cells	BLOOD	PrimaryCell	Unknown	Mixed	LIQUID	Unknown	C
